Tiempo(s),Pitch(rad),Roll(rad),Yaw(rad)
251.23,-0.047,-0.046,-2.309,0.214,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
251.41,-0.047,-0.046,-2.309,0.214,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
251.64,-0.047,-0.046,-2.31,0.214,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
251.89,-0.047,-0.046,-2.31,0.214,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
252.1,-0.047,-0.046,-2.31,0.214,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
252.3,-0.047,-0.046,-2.31,0.214,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
252.56,-0.047,-0.046,-2.31,0.214,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
252.79,-0.047,-0.047,-2.31,0.214,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
253.04,-0.047,-0.046,-2.31,0.214,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
253.27,-0.047,-0.046,-2.31,0.214,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
253.48,-0.047,-0.046,-2.311,0.214,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
253.81,-0.047,-0.047,-2.311,0.219,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
254.11,-0.047,-0.047,-2.311,0.219,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
254.19,-0.047,-0.047,-2.311,0.219,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
254.5,-0.047,-0.046,-2.311,0.219,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
254.78,-0.047,-0.046,-2.311,0.219,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
254.98,-0.047,-0.046,-2.311,0.219,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
255.21,-0.047,-0.046,-2.312,0.219,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
255.48,-0.047,-0.047,-2.312,0.219,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
255.68,-0.047,-0.047,-2.312,0.219,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
255.91,-0.047,-0.047,-2.312,0.219,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
256.14,-0.047,-0.047,-2.312,0.219,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
256.37,-0.047,-0.047,-2.312,0.219,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
256.63,-0.047,-0.047,-2.313,0.219,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
256.83,-0.047,-0.047,-2.313,0.219,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
257.06,-0.047,-0.047,-2.313,0.219,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
257.47,-0.047,-0.047,-2.313,0.214,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
257.53,-0.047,-0.047,-2.313,0.214,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
257.78,-0.047,-0.047,-2.313,0.214,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
257.99,-0.047,-0.047,-2.313,0.214,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
258.39,-0.047,-0.047,-2.314,0.214,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
258.55,-0.047,-0.047,-2.314,0.214,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
258.79,-0.047,-0.047,-2.314,0.214,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
259.07,-0.047,-0.047,-2.314,0.214,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
259.27,-0.047,-0.046,-2.314,0.214,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
259.48,-0.047,-0.046,-2.314,0.214,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
259.73,-0.047,-0.047,-2.314,0.214,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
259.96,-0.047,-0.046,-2.314,0.214,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
260.21,-0.047,-0.046,-2.315,0.214,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
260.41,-0.047,-0.046,-2.315,0.214,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
260.64,-0.047,-0.046,-2.315,0.214,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
260.95,-0.047,-0.046,-2.315,0.214,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
261.1,-0.047,-0.046,-2.315,0.214,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
261.33,-0.047,-0.046,-2.315,0.214,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
261.56,-0.047,-0.046,-2.315,0.214,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
261.94,-0.047,-0.046,-2.316,0.214,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
262.07,-0.047,-0.046,-2.316,0.214,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
262.38,-0.047,-0.046,-2.316,0.214,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
262.63,-0.047,-0.046,-2.316,0.214,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
262.84,-0.047,-0.046,-2.316,0.214,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
263.07,-0.047,-0.046,-2.316,0.214,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
263.28,-0.047,-0.046,-2.316,0.214,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
263.54,-0.047,-0.046,-2.316,0.214,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
263.77,-0.047,-0.046,-2.317,0.214,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
264.02,-0.047,-0.046,-2.317,0.214,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
264.23,-0.047,-0.046,-2.317,0.214,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
264.63,-0.047,-0.046,-2.317,0.211,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
264.68,-0.047,-0.046,-2.317,0.211,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
264.91,-0.047,-0.046,-2.317,0.211,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
265.14,-0.047,-0.046,-2.317,0.211,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
265.55,-0.047,-0.046,-2.318,0.211,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
265.71,-0.047,-0.046,-2.318,0.211,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
265.94,-0.047,-0.046,-2.318,0.211,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
266.22,-0.047,-0.046,-2.318,0.211,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
266.4,-0.047,-0.046,-2.318,0.211,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
266.62,-0.047,-0.046,-2.318,0.211,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
266.88,-0.047,-0.046,-2.318,0.211,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
267.11,-0.047,-0.046,-2.318,0.211,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
267.34,-0.047,-0.046,-2.319,0.211,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
267.56,-0.047,-0.046,-2.319,0.211,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
267.79,-0.047,-0.046,-2.319,0.211,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
268.13,-0.047,-0.046,-2.319,0.213,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
268.28,-0.047,-0.046,-2.319,0.213,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
268.47,-0.047,-0.046,-2.319,0.213,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
268.72,-0.047,-0.046,-2.319,0.213,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
269.13,-0.047,-0.046,-2.319,0.213,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
269.31,-0.047,-0.046,-2.319,0.213,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
269.54,-0.047,-0.046,-2.32,0.213,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
269.77,-0.047,-0.046,-2.32,0.213,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
270.0,-0.047,-0.046,-2.32,0.213,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
270.23,-0.047,-0.046,-2.32,0.213,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
270.46,-0.047,-0.046,-2.32,0.213,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
270.69,-0.047,-0.046,-2.32,0.213,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
270.92,-0.047,-0.046,-2.32,0.213,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
271.17,-0.047,-0.046,-2.32,0.213,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
271.37,-0.047,-0.046,-2.32,0.213,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
271.67,-0.047,-0.046,-2.321,0.209,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
271.84,-0.047,-0.046,-2.321,0.209,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
272.07,-0.047,-0.046,-2.321,0.209,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
272.33,-0.047,-0.046,-2.321,0.209,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
272.53,-0.047,-0.046,-2.321,0.209,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
272.87,-0.047,-0.046,-2.321,0.209,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
273.11,-0.047,-0.046,-2.321,0.209,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
273.34,-0.047,-0.046,-2.321,0.209,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
273.57,-0.047,-0.046,-2.322,0.209,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
273.8,-0.047,-0.046,-2.322,0.209,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
274.06,-0.047,-0.047,-2.322,0.209,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
274.26,-0.047,-0.046,-2.322,0.209,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
274.5,-0.047,-0.047,-2.322,0.209,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
274.75,-0.047,-0.047,-2.322,0.209,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
274.96,-0.047,-0.047,-2.322,0.209,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
275.19,-0.047,-0.046,-2.322,0.194,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
275.42,-0.047,-0.047,-2.323,0.194,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
275.65,-0.047,-0.046,-2.323,0.194,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
275.88,-0.047,-0.046,-2.323,0.194,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
276.11,-0.047,-0.046,-2.323,0.194,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
276.37,-0.047,-0.046,-2.323,0.194,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
276.57,-0.047,-0.046,-2.323,0.194,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
276.96,-0.047,-0.046,-2.323,0.194,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
277.16,-0.047,-0.046,-2.323,0.194,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
277.37,-0.047,-0.046,-2.323,0.194,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
277.65,-0.047,-0.046,-2.324,0.194,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
277.83,-0.047,-0.046,-2.324,0.194,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
278.06,-0.047,-0.046,-2.324,0.194,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
278.3,-0.047,-0.046,-2.324,0.194,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
278.53,-0.047,-0.046,-2.324,0.194,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
278.74,-0.047,-0.046,-2.324,0.179,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
279.03,-0.047,-0.046,-2.324,0.179,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
279.23,-0.047,-0.046,-2.324,0.179,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
279.44,-0.047,-0.046,-2.325,0.179,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
279.7,-0.047,-0.046,-2.325,0.179,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
279.91,-0.047,-0.046,-2.325,0.179,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
280.16,-0.047,-0.046,-2.325,0.179,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
280.53,-0.047,-0.046,-2.325,0.179,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
280.73,-0.047,-0.046,-2.325,0.179,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
280.96,-0.047,-0.046,-2.325,0.179,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
281.22,-0.047,-0.046,-2.325,0.179,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
281.42,-0.047,-0.046,-2.326,0.179,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
281.65,-0.047,-0.046,-2.326,0.179,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
281.89,-0.047,-0.046,-2.326,0.179,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
282.12,-0.047,-0.046,-2.326,0.179,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
282.33,-0.047,-0.046,-2.326,0.168,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
282.59,-0.047,-0.046,-2.326,0.168,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
282.8,-0.047,-0.046,-2.326,0.168,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
283.06,-0.047,-0.046,-2.326,0.168,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
283.28,-0.047,-0.046,-2.326,0.168,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
283.49,-0.047,-0.046,-2.327,0.168,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
283.73,-0.047,-0.046,-2.327,0.168,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
283.95,-0.047,-0.046,-2.327,0.168,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
284.21,-0.047,-0.046,-2.327,0.168,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
284.54,-0.047,-0.046,-2.327,0.168,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
284.81,-0.047,-0.046,-2.327,0.168,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
285.01,-0.047,-0.046,-2.327,0.168,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
285.22,-0.047,-0.046,-2.327,0.168,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
285.5,-0.047,-0.046,-2.328,0.168,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
285.7,-0.047,-0.046,-2.328,0.168,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
285.91,-0.047,-0.046,-2.328,0.143,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
286.17,-0.047,-0.046,-2.328,0.143,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
286.4,-0.047,-0.046,-2.328,0.143,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
286.61,-0.047,-0.046,-2.328,0.143,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
286.86,-0.047,-0.046,-2.328,0.143,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
287.08,-0.047,-0.046,-2.329,0.143,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
287.33,-0.047,-0.046,-2.329,0.143,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
287.53,-0.047,-0.046,-2.329,0.143,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
287.79,-0.047,-0.046,-2.329,0.143,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
288.03,-0.047,-0.046,-2.329,0.143,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
288.38,-0.047,-0.046,-2.329,0.143,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
288.56,-0.047,-0.046,-2.329,0.143,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
288.82,-0.047,-0.046,-2.329,0.143,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
289.08,-0.047,-0.046,-2.329,0.143,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
289.26,-0.047,-0.046,-2.33,0.143,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
289.49,-0.047,-0.046,-2.33,0.134,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
289.73,-0.047,-0.046,-2.33,0.134,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
289.96,-0.047,-0.046,-2.33,0.134,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
290.18,-0.047,-0.046,-2.33,0.134,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
290.44,-0.047,-0.046,-2.33,0.134,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
290.67,-0.047,-0.046,-2.33,0.134,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
290.88,-0.047,-0.046,-2.33,0.134,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
291.13,-0.047,-0.046,-2.331,0.134,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
291.38,-0.047,-0.046,-2.331,0.134,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
291.59,-0.047,-0.046,-2.331,0.134,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
291.95,-0.047,-0.046,-2.331,0.134,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
292.06,-0.047,-0.046,-2.331,0.134,0.003,5.0,100,-33.467225,-70.657605,0,MANUAL
292.4,-0.047,-0.046,-2.331,0.134,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
292.62,-0.047,-0.046,-2.331,0.134,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
292.84,-0.047,-0.046,-2.331,0.134,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
293.14,-0.047,-0.046,-2.331,0.131,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
293.3,-0.047,-0.046,-2.332,0.131,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
293.55,-0.047,-0.046,-2.332,0.131,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
293.76,-0.047,-0.046,-2.332,0.131,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
294.01,-0.047,-0.046,-2.332,0.131,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
294.24,-0.047,-0.046,-2.332,0.131,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
294.47,-0.047,-0.046,-2.332,0.131,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
294.7,-0.047,-0.046,-2.332,0.131,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
294.93,-0.047,-0.046,-2.332,0.131,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
295.16,-0.047,-0.046,-2.332,0.131,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
295.52,-0.047,-0.046,-2.333,0.131,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
295.73,-0.047,-0.046,-2.333,0.131,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
295.88,-0.047,-0.046,-2.333,0.131,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
296.21,-0.047,-0.046,-2.333,0.131,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
296.42,-0.047,-0.046,-2.333,0.131,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
296.63,-0.047,-0.046,-2.333,0.13,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
296.88,-0.047,-0.046,-2.333,0.13,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
297.11,-0.047,-0.046,-2.333,0.13,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
297.34,-0.047,-0.046,-2.333,0.13,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
297.59,-0.047,-0.046,-2.334,0.13,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
297.83,-0.047,-0.046,-2.334,0.13,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
298.05,-0.047,-0.046,-2.334,0.13,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
298.29,-0.047,-0.046,-2.334,0.13,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
298.52,-0.047,-0.046,-2.334,0.13,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
298.75,-0.047,-0.046,-2.334,0.13,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
298.98,-0.047,-0.046,-2.334,0.13,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
299.21,-0.047,-0.046,-2.334,0.13,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
299.47,-0.047,-0.046,-2.334,0.13,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
299.8,-0.047,-0.046,-2.334,0.13,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
300.01,-0.047,-0.046,-2.335,0.13,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
300.31,-0.047,-0.046,-2.335,0.124,0.0,5.0,100,-33.467225,-70.657605,0,MANUAL
300.52,-0.047,-0.046,-2.335,0.124,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
300.7,-0.047,-0.046,-2.335,0.124,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
300.93,-0.047,-0.046,-2.335,0.124,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
301.19,-0.047,-0.046,-2.335,0.124,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
301.39,-0.047,-0.046,-2.335,0.124,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
301.62,-0.047,-0.046,-2.335,0.124,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
301.88,-0.047,-0.046,-2.335,0.124,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
302.11,-0.047,-0.046,-2.335,0.124,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
302.31,-0.047,-0.046,-2.336,0.124,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
302.54,-0.047,-0.046,-2.336,0.124,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
302.8,-0.047,-0.046,-2.336,0.124,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
303.05,-0.047,-0.046,-2.336,0.124,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
303.39,-0.047,-0.046,-2.336,0.124,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
303.57,-0.047,-0.046,-2.336,0.124,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
303.79,-0.047,-0.046,-2.336,0.089,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
304.07,-0.047,-0.046,-2.336,0.089,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
304.28,-0.047,-0.046,-2.336,0.089,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
304.51,-0.047,-0.046,-2.336,0.089,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
304.78,-0.047,-0.046,-2.336,0.089,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
304.96,-0.047,-0.046,-2.337,0.089,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
305.19,-0.047,-0.046,-2.337,0.089,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
305.42,-0.047,-0.046,-2.337,0.089,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
305.65,-0.047,-0.046,-2.337,0.089,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
305.88,-0.047,-0.046,-2.337,0.089,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
306.11,-0.047,-0.046,-2.337,0.089,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
306.37,-0.047,-0.046,-2.337,0.089,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
306.62,-0.047,-0.046,-2.337,0.089,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
306.95,-0.047,-0.046,-2.337,0.089,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
307.16,-0.047,-0.046,-2.337,0.089,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
307.46,-0.047,-0.046,-2.337,0.087,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
307.64,-0.047,-0.046,-2.337,0.087,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
307.85,-0.047,-0.046,-2.338,0.087,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
308.1,-0.047,-0.046,-2.338,0.087,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
308.36,-0.047,-0.046,-2.338,0.087,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
308.54,-0.047,-0.046,-2.338,0.087,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
308.77,-0.047,-0.046,-2.338,0.087,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
309.05,-0.047,-0.046,-2.338,0.087,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
309.25,-0.047,-0.046,-2.338,0.087,0.002,5.0,100,-33.467225,-70.657605,0,MANUAL
309.48,-0.047,-0.046,-2.338,0.087,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
309.71,-0.047,-0.046,-2.338,0.087,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
309.96,-0.047,-0.046,-2.338,0.087,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
310.19,-0.047,-0.046,-2.338,0.087,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
310.4,-0.047,-0.046,-2.338,0.087,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
310.65,-0.047,-0.046,-2.339,0.087,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
311.03,-0.047,-0.046,-2.339,0.096,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
311.24,-0.047,-0.046,-2.339,0.096,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
311.44,-0.047,-0.046,-2.339,0.096,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
311.65,-0.047,-0.046,-2.339,0.096,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
311.95,-0.047,-0.046,-2.339,0.096,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
312.13,-0.047,-0.046,-2.339,0.096,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
312.36,-0.047,-0.046,-2.339,0.096,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
312.59,-0.047,-0.046,-2.339,0.096,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
312.83,-0.047,-0.046,-2.339,0.096,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
313.06,-0.047,-0.046,-2.34,0.096,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
313.29,-0.047,-0.046,-2.34,0.096,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
313.52,-0.047,-0.046,-2.34,0.096,0.001,5.0,100,-33.467225,-70.657605,0,MANUAL
